Cartel Vertical,Anonymized Client ID,Anonymized Sub Org ID,Org Created,Anonymized User ID,Anonymized Event ID,Event Created,Has Location,Last Chat Response Date,Admin First Response Date,First Chat Response Date,Eventcategory (group),Number of Records,adminchats,Adminflag,Anonymous,averagelen,chatcount,Event Text,Eventcategory,eventid (Custom SQL Query),Testflag,userchats,chat_count,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,240844,2116463,10/27/2019 3:07,TRUE,10/27/2019 3:24,,10/27/2019 3:08,Emergency Message,1,0,0,1,50.44444444,9,Can I make a noise complaint?,Emergency Message,2116563,0,0,9,,,,
HigherEd,32-89-00-110-105-116-108-00-97-110-101-,32-89-00-110-105-116-108-00-97-110-101-,1/15/2015 19:54,803919,2117547,10/27/2019 16:17,TRUE,10/27/2019 16:22,,10/27/2019 16:18,Suspicious Activity,1,0,0,0,67.83333333,6,"Hello, I'd like to report an intruder in my building. I live on the third floor at ### [ORG] street - there are four resident units on the third floor and several commercial spaces on the second floor. All the spaces and the second floor are currently vacant and [DATE] is the second time [DATE] that I have returned to the building to find someone off the street wandering around the second floor. On the first occasion, it was two young men smoking [GPE] in the garbage room and [DATE] it was a middle aged black man who was stumbling around and looked unkempt. I am worried that this a serious safety issue. I have reported this to the landlord but am concerned that they will not respond to me (pike international are awful at responding to their tenants' requests and concerns). I'd be grateful for any suggestions you have. Thank you!",Suspicious Activity,2117647,0,0,6,,,,
HigherEd,97-69-108-101-116-32-105-101-108-101-122-,97-69-108-101-116-32-105-101-108-101-122-,5/17/2015 22:14,2570003,2117671,10/27/2019 17:37,TRUE,10/27/2019 18:16,,10/27/2019 17:38,Emergency Message,1,0,0,0,139.5714286,7,Aloha - please call the maintenance tech on call and have them go over to ### Schlosser as we have wasps in the room. I need the tech to locate and remove the nest as well as remove any wasps as this is a health issue for the student.,Emergency Message,2117771,0,0,7,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,5516749,2118053,10/27/2019 21:40,TRUE,10/27/2019 21:51,,10/27/2019 21:41,Suspicious Activity,1,0,0,1,54.66666667,9,"Two men (mid age black) in [ORG], one in a blue hat, one in a red fanny pack that says “savage�?on it, asking students in line (mostly girls) if they “fuck with the white�?,Suspicious Activity,2118153.0,0.0,0.0,9
HigherEd,111-65-105-97-32-32-105-101-114-97-122-,65-65-00-32-45-116-85-00-83-32-32-,4/3/14 18:30,4755565,2118077,2019-10-27 21:55:00,False,10/27/19 22:08,,10/27/19 21:56,Suspicious Activity,1,0.0,0,1,62.78571429,14.0,This man has been seen riding the [ORG] campus shuttle multiple times and is clearly not a student. This photo is from Friday night getting off the shuttle at [FAC] at [FAC]. He looks to be middle aged and often wears the same green shirt. He locks his bike to the tree next to where the shuttle drops off at the [LOC] campus", and travels between the [LOC] and [ORG] campus. He always tries to strike up a loud and persistent conversation, which he has done with me and other female riders. It makes me uncomfortable and I wish that the [ORG] buses would check [ACRONYM] so that only those that are a part of the university could ride. Please keep an eye out for this man and communicate to the shuttle drivers the importance of a safe campus community. [ACRONYM] checks on the bus would be well received by others looking to feel safe," especially when it's dark at night and no one else is around.""",Suspicious Activity,2118177,0,0,14,
HigherEd,68-79-118-109-105-85-100-114-108-109-32-,68-79-118-109-105-85-100-114-108-109-32-,8/11/2014 13:09,5325748,2118938,10/28/2019 8:56,FALSE,10/28/2019 9:25,,10/28/2019 9:04,Theft / Lost Item,1,0,0,0,54.8,5,My name is [PERSON]. I live in gresham main and my bike was just stolen. I found my bike lock and it was cut. It's a pink beach cruiser with a basket.,Theft / Lost Item,2119038,0,0,5,,,,
HigherEd,101-85-110-115-105-32-105-101-110-115-118-,101-85-110-115-105-32-105-101-110-115-118-,8/10/2018 13:48,5704690,2118944,10/28/2019 9:00,TRUE,10/28/2019 9:04,,10/28/2019 9:01,Suspicious Activity,1,0,0,0,58,5,There seems to be a homeless man sitting outside [ORG] by Volunteer [ACRONYM] on the sidewalk. He is waving people down and asking for something and trying to get people to talk to him.,Suspicious Activity,2119044,0,0,5,,,,
HigherEd,32-87-105-105-114-32-115-101-101-105-116-,32-87-105-105-114-32-115-101-101-105-116-,9/27/2013 14:48,5999400,2118993,10/28/2019 9:31,TRUE,10/28/2019 11:48,,10/28/2019 9:31,Drugs/Alcohol,1,0,0,1,56.61111111,18,Hey i know [PERSON] is coming to check apartment ### [DATE] I was wondering if he could wait till like ## because I think one of my roommates has some weed in her room and she is not there during that time of day. I'll be home so I can explain everything. if he does come her room is D and you can smell it I think.,Drugs/Alcohol,2119093,0,0,18,,,,
HigherEd,101-85-114-115-105-32-105-104-110-115-118-,101-85-114-115-105-32-105-104-110-115-118-,7/14/2017 17:24,6083821,2119110,10/28/2019 10:31,TRUE,10/28/2019 10:37,,10/28/2019 10:34,Suspicious Activity,1,0,0,1,31.75,4,"Vehicle driving erratically just off campus entrance on [PERSON], honking, swerving from lane to lane, and yelling at another driver out the window. I saw [ORG] parking stickers so it seemed likely this car was heading into campus, and I was concerned about the possibility of a road rage incident. License plate CFV####, [ORG], couldn't read county.",Suspicious Activity,2119210,0,0,4,,,,
HigherEd,116-70-116-101-118-83-121-32-97-101-101-,116-70-116-101-118-83-121-32-97-101-101-,4/18/2016 16:16,5035460,2119185,10/28/2019 11:09,TRUE,10/28/2019 11:11,,10/28/2019 11:10,Drugs/Alcohol,1,0,0,1,28.5,4,"Some boys just wanted out of [ORG] selling like straight weed. Like this just got done smoking. This isn't the first time, it has happen multiples time, it is becoming a problem (smell wise).",Drugs/Alcohol,2119285,0,0,4,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,6045298,2119295,10/28/2019 12:26,TRUE,10/28/2019 12:38,,10/28/2019 12:30,Theft / Lost Item,1,0,0,1,146.75,4,"Hello, I have received information from my cousin regarding an incident that occurred in the [ACRONYM] dorm. Apparently her ex boyfriend named [ORG]) and his friend [PERSON] attempted to steal multiple electronics from residents. He showed a picture of all of the property and them posing with it, she was wearing a green bandana and he told her that he changed his clothes so he couldn't be identified by someone who had almost caught them. He told her that he almost got caught but pushed and ran away from a resident, then woke his friends up and told them they needed to leave. We are currently trying to get him to send the picture to us but he has blocked both of us. One of his room mates named [PERSON] ran off to [GPE] (we're not sure if he's returned back yet) to sell everything Cole and [PERSON] had stolen. During our friends birthday party on the ##th he bragged about stealing multiple laptops and games and said he wouldn't get caught because he was wearing a mask and there was no possibility of getting identified. He claimed that his car was taken and he had evidence in it linking him to the case and was thinking of fleeing to [GPE] to stay with family if the evidence was used against him.",Theft / Lost Item,2119395,0,0,4,,,,
HigherEd,32-78-00-00-00-00-86-00-79-00-65-,00-78-00-00-00-00-86-00-79-00-65-,4/2/2014 17:06,6085724,2119681,10/28/2019 16:14,TRUE,10/28/2019 16:26,,10/28/2019 16:17,Suspicious Activity,1,0,0,1,124.8,5,"A man sitting directly across from [LOC] in the [ACRONYM] building with a little [ORG]'s pizza box approached me while I sat alone and asked to ask me some questions about my feet for a study. I agreed because I thought it was just questions, but then he led me outside with a tripod camera and implied that I take my shoes off. I said that I wasn't comfortable doing that and that I could just do my face, but he insisted that I had to expose my feet for his study. when I asked for more information about his study, he seemed to stutter and not offer any details. This was [DATE], at around #:## [ACRONYM]",Suspicious Activity,2119781,0,0,5,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,6084060,2119769,10/28/2019 17:01,TRUE,10/28/2019 17:07,,10/28/2019 17:02,Drugs/Alcohol,1,0,0,0,35.33333333,6,"My roommate in [FAC] room ### is smoking weed in the room with a friend I just was woken up by the smell, have previously discussed this with uncg police",Drugs/Alcohol,2119869,0,0,6,,,,
HigherEd,111-71-121-32-85-115-110-00-97-32-110-,111-71-121-32-85-115-110-00-97-32-110-,7/25/2017 18:42,838369,2119794,10/28/2019 17:13,TRUE,10/28/2019 17:15,,10/28/2019 17:14,Suspicious Activity,1,0,0,0,35.75,4,man on [LOC] street cursing and coming towards females he just went down AJs way,Suspicious Activity,2119894,0,0,4,,,,
HigherEd,32-72-114-111-105-105-103-105-105-111-104-,32-72-114-111-105-105-103-105-105-111-104-,7/31/2014 15:28,6085971,2119927,10/28/2019 18:30,TRUE,10/28/2019 19:25,,10/28/2019 18:34,Drugs/Alcohol,1,0,0,1,52.88888889,9,I believe [PERSON] in room ### of wanek is in possession of weed. Earlier today the hallway smelt of it but not anymore. I have evidence or him flushing it down the toilet.,Drugs/Alcohol,2120027,0,0,9,,,,
HigherEd,85-84-102-105-118-121-101-84-104-105-32-,85-84-102-105-118-121-101-84-104-105-32-,4/22/2018 18:21,2782354,2120058,10/28/2019 19:41,TRUE,10/28/2019 19:46,,10/28/2019 19:42,Suspicious Activity,1,0,0,0,41.85714286,7,"I'm in my office in Support Facility B on west campus, south of [ORG], and hear very loud thuds from [ORG] Sounds like forced entry or clumsy delivery.",Suspicious Activity,2120158,0,0,7,,,,
HigherEd,124-65-00-87-67-00-67-00-67-87-32-,79-65-00-116-97-00-67-00-67-116-32-,11/27/2018 15:11,4824688,2120131,10/28/2019 20:15,TRUE,10/28/2019 20:33,,10/28/2019 20:16,Suspicious Activity,1,0,0,0,81.07142857,14,"At [DATE], a person in street clothes walked into my classroom (###) talking gibberish three different times; on her fourth attempt, I blocked the door and she left.",Suspicious Activity,2120231,0,0,14,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,2666451,2120166,10/28/2019 20:31,TRUE,10/30/2019 19:41,,10/28/2019 20:32,Emergency Message,1,0,0,0,45.11538462,26,I have left a phone charger in the basketball practice gym,Emergency Message,2120266,0,0,26,,,,
HigherEd,32-89-00-110-105-116-108-00-97-110-101-,32-89-00-110-105-116-108-00-97-110-101-,1/15/2015 19:54,2742826,2120399,10/28/2019 22:47,TRUE,10/28/2019 23:31,,10/28/2019 22:49,Emergency Message,1,0,0,0,40.48,25,I'm in a TapRide (van ###) with others and it looks like there is a car following us,Emergency Message,2120499,0,0,25,,,,
HigherEd,101-85-109-115-105-32-105-104-110-115-118-,101-85-109-115-105-32-105-104-110-115-118-,6/4/2015 14:58,2738015,2120415,10/28/2019 22:56,TRUE,10/28/2019 23:51,,10/28/2019 22:57,Emergency Message,1,0,0,0,33.32142857,28,"Hi, I live at [FAC] in Normal Station. I am home alone and heard loud banging on either my front door or the window in the living room. It was very loud slow banging, and my camera doesn't show my front door so I can't see if anyone is there. Please send a car to check",Emergency Message,2120515,0.166666667,0,28,,,,
HigherEd,111-83-116-107-32-114-102-32-117-107-102-,111-83-116-107-32-114-102-00-117-107-102-,2/27/2015 14:59,5989185,2120434,10/28/2019 23:08,TRUE,10/28/2019 23:12,,10/28/2019 23:09,Suspicious Activity,1,0,0,1,72.18181818,11,There are women outside of ## who are drawing mostly female students in and asking if they know about god the mother. This is supposedly a sex trafficking tactic and they are targeting [NORP] students whoever they are,Suspicious Activity,2120534,0,0,11,,,,
HigherEd,32-72-114-111-105-105-103-105-105-111-104-,32-72-114-111-105-105-103-105-105-111-104-,7/31/2014 15:28,3801658,2120440,10/28/2019 23:12,FALSE,10/28/2019 23:31,,10/28/2019 23:18,Harassment / Abuse,1,0,0,0,43.28571429,7,[ORG] smith violates no contact order,Harassment / Abuse,2120540,0,0,7,,,,
HigherEd,101-85-110-115-105-32-105-101-110-115-118-,101-85-110-115-105-32-105-101-110-115-118-,8/10/2018 13:48,3213788,2120475,10/28/2019 23:29,TRUE,10/28/2019 23:37,,10/28/2019 23:31,Suspicious Activity,1,0,0,0,37.5,8,NOT in sorority village: About # minutes ago a very creepy car was driving slowly down Melrose in front of the library. It stopped when I walked out but the windows were tinted to dark to see inside so I turned around and waited for it to leave. The car kept driving down past the parking lot Description: silver sedan not sure what make but it looked like a very old model that is not made anymore. Very dark tinted windows,Suspicious Activity,2120575,0,0,8,,,,
HigherEd,101-85-109-115-105-32-105-104-110-115-118-,101-85-109-115-105-32-105-104-110-115-118-,11/28/2016 20:11,4196337,2120920,10/29/2019 5:40,TRUE,10/29/2019 5:48,,10/29/2019 5:41,Harassment / Abuse,1,0,0,1,43.14285714,7,My neighbors are fighting. I can hear the woman screaming and being hit. Her name is [PERSON].,Harassment / Abuse,2121020,0,0,7,,,,
HigherEd,116-83-111-77-105-115-105-108-97-77-110-,116-83-111-77-105-115-105-108-97-77-110-,2/23/2014 18:05,324356,2120926,10/29/2019 5:43,TRUE,10/29/2019 5:47,,10/29/2019 5:44,Suspicious Activity,1,0,0,1,39.25,8,There is someone collecting cans out of our recycle bins with a black dog in the ###s.,Suspicious Activity,2121026,0,0,8,,,,
HigherEd,32-89-00-110-105-116-108-00-97-110-101-,32-89-00-110-105-116-108-00-97-110-101-,1/15/2015 19:54,300476,2120989,10/29/2019 6:29,TRUE,10/29/2019 6:35,,10/29/2019 6:30,Emergency Message,1,0,0,0,37.63636364,11,"Hello, I am on the women's ice hockey team and I was walking to the rink when I noticed someone outside the players entrance eyeing a motorized bike/motorcycle like they were going to try and steal it!",Emergency Message,2121089,0,0,11,,,,
HigherEd,85-84-102-105-118-121-101-84-104-105-32-,85-84-102-105-118-121-101-84-104-105-32-,4/22/2018 18:21,4407301,2121528,10/29/2019 12:20,TRUE,10/29/2019 12:23,,10/29/2019 12:21,Suspicious Activity,1,0,0,1,31,8,There is a guy standing behind this statue vaping,Suspicious Activity,2121628,0,0,8,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,6088429,2121579,10/29/2019 12:57,TRUE,10/29/2019 13:23,,10/29/2019 12:59,Suspicious Activity,1,0,0,0,65.16666667,6,"male, [DATE] wearing a tshirt with words ""end the [ORG]"" wearing a reverse penguin mask has a visitor city hall tag Student reported the man loitering in the [ORG] courtyard. He didn't appear to have business with [ORG].",Suspicious Activity,2121679,0,0,6,,,,
HigherEd,101-85-105-115-105-32-105-111-110-115-118-,101-85-105-115-105-32-105-111-110-115-118-,4/3/2014 18:41,6088500,2121648,10/29/2019 13:36,TRUE,10/29/2019 13:47,,10/29/2019 13:38,Emergency Message,1,0,0,0,69.2,10,"Hi there was a scam job offer that was sent to my email and I sent information about my name, my dorm address, my email, and my phone number because I thought it was associated to an on-campus job. I just looked up the organization online and realized it was a scam. Can that information be used as identity theft or anything? What should I do? Should I email them back and terminate my position?",Emergency Message,2121748,0,0,10,,,,
HigherEd,103-71-105-97-32-32-111-101-101-97-114-,103-71-105-97-32-32-111-101-101-97-114-,4/11/2016 13:44,6070249,2121658,10/29/2019 13:43,TRUE,10/29/2019 13:48,,10/29/2019 13:44,Suspicious Activity,1,0,0,0,28.28571429,7,There are two people sitting over the edge at the top of [GPE].,Suspicious Activity,2121758,0,0,7,,,,
HigherEd,101-75-110-97-119-101-110-118-101-97-110-,101-75-110-97-119-101-110-118-101-97-110-,9/1/2015 12:38,6088526,2121666,10/29/2019 13:51,TRUE,10/29/2019 14:53,,10/29/2019 13:51,Suspicious Activity,1,0,0,1,58.5625,16,"older white woman, short near [GPE] cut blonde hair, t shirt, walking around with [QUANTITY] shopping bags pretending to be a student with her sob story then bait and switches to asking for money. shes pretending to ask for directions to library where she can access a computer without a student account login. she proceeded to ask everyone around us the same question acting like she doesn't know where the library is after being told where to go.",Suspicious Activity,2121766,0,0,16,,,,
HigherEd,101-85-111-115-105-101-105-116-110-115-118-,101-85-111-115-105-101-105-116-110-115-118-,11/11/2015 21:21,2141888,2121811,10/29/2019 15:13,TRUE,10/29/2019 15:22,,10/29/2019 15:14,Theft / Lost Item,1,0,0,1,29.2,5,"[ORG], [GPE]a qué hora estarán abiertos? [PERSON] cerrado 😥",Theft / Lost Item,2121911,0,0,5,,,,
HigherEd,101-85-111-115-105-101-105-116-110-115-118-,101-85-111-115-105-101-105-116-110-115-118-,11/11/2015 21:21,6088889,2121940,10/29/2019 16:24,TRUE,10/29/2019 17:46,,10/29/2019 16:25,Theft / Lost Item,1,0,0,0,54.45454546,11,"Es un termo [PERSON] con [PERSON], [PERSON] magnético",Theft / Lost Item,2122040,0,0,11,,,,
HigherEd,101-85-110-115-105-32-105-101-110-115-118-,101-85-110-115-105-32-105-101-110-115-118-,8/10/2018 13:48,5273224,2122057,10/29/2019 17:30,TRUE,10/29/2019 18:03,,10/29/2019 17:34,Suspicious Activity,1,0,0,0,58.66666667,15,"I was walking my dogs tonight and I was on the street and had just passed [ACRONYM] station (the street perpendicular to [GPE] by the parking lot behind [ACRONYM] and I noticed a beige car probably a [DATE] model sedan slow down, and then make a u-turn right next to me. I don't know who was in the car, but if it was the people who are human traffickers (there are posts going around campis) I figured it would be pertinent for you to know. I did not get a good look at any faces, but I had a very uneasy feeling about it all. I'm sorry if this isn't what this line is for.",Suspicious Activity,2122157,0,0,15,,,,
HigherEd,71-85-00-101-101-111-67-00-78-101-32-,71-85-00-101-101-111-67-00-78-101-32-,3/4/2015 15:04,5009470,2122210,10/29/2019 19:05,FALSE,10/29/2019 19:10,,10/29/2019 19:07,Suspicious Activity,1,0,0,0,63.25,4,"I turned left onto [FAC] coming from the direction of [PERSON] on the way to [ORG] (I don't have a car so I have to walk everywhere) and had walked for about ## minutes when I started feeling really uneasy and turned back since I couldn't find where I was going. I looked back and saw two men come out of a house and start following me. The followed me for about ## to ## minutes and I made it back to the library safely and stayed there for a little while to make sure they were gone. I think they stopped following me a little bit before I turned to go back to the [PERSON], just like I did to get there. I didn't get a good look at the two men since my mom told me in a situation like that, you're not supposed to look back. But I risked a quick glimpse and they looked too old to be students. [DATE] I would say.",Suspicious Activity,2122310,0,0,4,,,,
HigherEd,107-70-97-105-110-114-97-108-114-105-110-,107-70-97-105-110-114-97-108-114-105-110-,4/16/2015 18:11,6089174,2122234,10/29/2019 19:18,TRUE,10/29/2019 20:17,,10/29/2019 19:20,Suspicious Activity,1,0,0,1,66.83333333,6,[DATE] while walking home on [PERSON] green a white man in a red hoodie approached me and asked for me to point him to the direction of the music department [PERSON] he wasn't an [ORG] student. I told him I wasn't sure where the department was but thought it was behind college center and then he said I was very beautiful and I took a step back. He walked closer and looked at my necklace and asked what the pendant represented I told him my siblings and then he said his name was ([PERSON] I think I don't honestly remember) and then he said well nice to meet you and walked away. When describing this incident to a friend she said she thought his description sounded like the individual who commited assault [DATE] back and was no longer allowed on campus. I don't know if it was the same person but if it was I just thought someone should know!,Suspicious Activity,2122334,0,0,6,,,,
HigherEd,101-85-108-115-105-32-105-119-110-115-118-,101-85-108-115-105-32-105-119-110-115-118-,6/3/2014 14:11,5092540,2122252,10/29/2019 19:30,TRUE,10/29/2019 19:35,,10/29/2019 19:32,Emergency Message,1,0,0,0,29.6,5,Can you please send somebody that can walk with me to the dorm I live in lane and [ORG] hall,Emergency Message,2122352,0,0,5,,,,
HigherEd,32-78-00-00-00-00-86-00-79-00-65-,00-78-00-00-00-00-86-00-79-00-65-,4/2/2014 17:06,3699515,2122271,10/29/2019 19:43,TRUE,10/29/2019 19:46,,10/29/2019 19:44,Harassment / Abuse,1,0,0,0,30.33333333,9,"Tonight, as I left the first floor of the library, there was a group of #-# [NORP] and [NORP] boys that aimed racist slurs at me, like ching chong chink. I felt very uncomfortable in that situation and did not want to confront them directly so I walked passed them to go to another place on campus where I felt safer.",Harassment / Abuse,2122371,0,0,9,,,,
HigherEd,111-82-116-100-32-114-100-32-97-100-102-,111-82-116-100-32-114-100-00-97-100-102-,2/24/2015 4:02,4426616,2122314,10/29/2019 20:06,TRUE,10/29/2019 23:16,,10/29/2019 20:06,Emergency Message,1,0,0,0,63.6,5,Heard the suspect was by the library,Emergency Message,2122414,0,0,5,,,,
HigherEd,109-68-00-117-116-00-114-00-97-117-116-,109-68-00-117-116-00-114-00-97-117-116-,5/7/2015 21:27,2782333,2122400,10/29/2019 20:53,TRUE,10/29/2019 21:03,,10/29/2019 20:55,Drugs/Alcohol,1,0,0,1,75.8,5,"Girls in ### Gile Hall are smoking weed. Smells bad, can hear them talking and laughing about it and we can smell it.",Drugs/Alcohol,2122500,0,0,5,,,,
HigherEd,101-80-00-100-105-00-112-00-101-100-112-,101-80-114-100-105-105-112-105-101-100-112-,12/8/2014 23:59,6089411,2122467,10/29/2019 21:29,FALSE,10/29/2019 21:35,,10/29/2019 21:30,Suspicious Activity,1,0,0,1,45.16666667,6,Seen a knife (weapon-like) on desk in student dorm - Heard that there are more weapons inside the dorm. Drescher [ACRONYM],Suspicious Activity,2122567,0,0,6,,,,
HigherEd,101-85-110-115-105-32-105-101-110-115-118-,101-85-110-115-105-32-105-101-110-115-118-,8/10/2018 13:48,3756835,2122497,10/29/2019 21:46,TRUE,10/29/2019 21:52,,10/29/2019 21:47,Suspicious Activity,1,0,0,0,59,4,man walking down [FAC] towards [DATE] with stolen [PERSON] trash can. seemed to try to jump infront of/block my car as I drove around him,Suspicious Activity,2122597,0,0,4,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,6089481,2122529,10/29/2019 22:01,FALSE,11/2/2019 2:00,,10/29/2019 22:11,Theft / Lost Item,1,0,0,1,138.9166667,12,"I have received information from the source that he will continue to lie and it's making me mad. His name is [PERSON] (Cole) and he admitted at a party on [DATE] that a girl named [PERSON] and him wore masks and robbed more than ## students in [ORG] campus. I refuse to sit by and allow others to fall for their crimes. [PERSON] apparently thinks she's safe because of her lawyer and Cole thinks he'll get away “even though they found evidence in my car.�?He showed us all pictures of them posing in front of everything they stole, and they have both been planning behind the scenes to run off to [GPE] to stay with his grandmother if they are found guilty.",Theft / Lost Item,2122629,0,0,12,,,,
HigherEd,83-67-110-110-32-114-85-00-83-110-32-,83-67-110-110-32-114-85-00-83-110-32-,8/10/2017 19:59,5529702,2122753,10/30/2019 0:18,TRUE,10/30/2019 0:26,,10/30/2019 0:20,Suspicious Activity,1,0,0,1,48.2,5,I am a faculty in residence and received this message in a group chat from students in arrowhead village building #.,Suspicious Activity,2122853,0,0,5,,,,
HigherEd,67-85-00-97-114-32-67-00-78-97-32-,67-85-00-97-114-00-67-00-78-97-32-,11/1/2013 18:18,4412478,2122843,10/30/2019 1:32,TRUE,10/30/2019 1:34,,10/30/2019 1:33,Emergency Message,1,0,0,0,30,8,Is it possible for someone to escort me from the library to [PERSON] hall?,Emergency Message,2122943,0,0,8,,,,
HigherEd,101-85-117-115-105-32-105-104-110-115-118-,101-85-117-115-105-32-105-104-110-115-118-,9/9/2014 21:20,566318,2123559,10/30/2019 10:52,TRUE,10/30/2019 10:59,,10/30/2019 10:53,Suspicious Activity,1,0,0,0,45.8,5,Person on campus trying to steal a bike,Suspicious Activity,2123659,0,0,5,,,,
HigherEd,101-85-110-115-105-32-105-101-110-115-118-,101-85-110-115-105-32-105-101-110-115-118-,8/10/2018 13:48,6090166,2123654,10/30/2019 11:52,TRUE,10/30/2019 12:05,,10/30/2019 11:54,Suspicious Activity,1,0,0,0,50.71428571,7,I was stopped on [ORG] ave by a man with dark hair pink shirt big tall guy and was told I can't keep walking u till I introduce myself to him and insisted I told him my name and wouldn't walk away from me u till I used foul language.,Suspicious Activity,2123754,0,0,7,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,388091,2123922,10/30/2019 14:43,TRUE,10/30/2019 14:55,,10/30/2019 14:44,Harassment / Abuse,1,0,0,0,39.9,10,Mom and kid selling Boy Scout popcorn outside [FAC] ##th and clay,Harassment / Abuse,2124022,0,0,10,,,,
HigherEd,101-85-110-115-105-32-105-101-110-115-118-,101-85-110-115-105-32-105-101-110-115-118-,8/10/2018 13:48,3058540,2124043,10/30/2019 15:38,TRUE,10/30/2019 15:44,,10/30/2019 15:39,Suspicious Activity,1,0,0,0,75,5,[DATE] at # pm I was crossing Cumberland about to walk to [ORG] when a man was behind me and I didn't think anything of it and he told me to read and take this index card from him and I thought that was odd. But I said no and kept walking. Then after crossing the street a [PERSON] pulled up and I had a bad feeling so I picked my phone up and pretended I was calling someone and the man said to the one in the [PERSON] “she's a no go�?and I ran up to laurel.,Suspicious Activity,2124143,0,0,5,,,,
HigherEd,101-85-105-115-105-32-105-111-110-115-118-,101-85-105-115-105-32-105-111-110-115-118-,4/3/2014 18:41,4674947,2124218,10/30/2019 17:08,TRUE,10/30/2019 17:11,,10/30/2019 17:08,Suspicious Activity,1,0,0,0,34.16666667,6,Homeless man who is lingering outside [GPE] main entrance and won't leave.,Suspicious Activity,2124318,0,0,6,,,,
HigherEd,97-83-108-77-111-67-110-103-97-77-116-,97-83-108-77-111-67-110-103-97-77-116-,3/31/2016 19:50,2618709,2124232,10/30/2019 17:15,TRUE,10/30/2019 17:20,,10/30/2019 17:15,Suspicious Activity,1,0,0,0,38.6,5,Just had a concern person walk into Art ### looking around and going through stuff in the computer lab. Seems like he wonder in off the street. Hair was messy and wasn't coherent didn't answer to me when I questioned him.,Suspicious Activity,2124332,0,0,5,,,,
HigherEd,101-85-110-115-105-32-105-117-110-115-118-,101-85-110-115-105-32-105-117-110-115-118-,7/14/2014 20:13,6091226,2124274,10/30/2019 17:36,TRUE,10/30/2019 18:26,,10/30/2019 17:37,Drugs/Alcohol,1,0,0,1,60.4,10,Someone in woodland [PERSON] # drinking and smoking they're very loud and they do it all the time the girls name is [PERSON],Drugs/Alcohol,2124374,0,0,10,,,,
HigherEd,97-69-108-101-116-32-105-101-108-101-122-,97-69-108-101-116-32-105-101-108-101-122-,5/17/2015 22:14,2570003,2124481,10/30/2019 19:16,TRUE,10/30/2019 19:19,,10/30/2019 19:17,Emergency Message,1,0,0,0,28.8,5,Aloha - can you give me the room number and tower for [PERSON] in Founders along with her cell number from [GPE]?,Emergency Message,2124581,0,0,5,,,,
HigherEd,00-86-00-00-00-00-85-00-67-00-32-,00-86-00-00-00-00-85-00-67-00-00-,8/15/2013 1:06,5073725,2124499,10/30/2019 19:25,TRUE,10/30/2019 19:59,,10/30/2019 19:28,Emergency Message,1,0,0,1,68.7,10,"Hi there , Earlier today I walked to [PERSON] and there was a teen who claimed he went to vcu and said his car got towed and that his brother was coming to get him but needed an extra ## dollars to get his car back because the towing company wouldn't let him get his wallet or backpack out the car , I was there for about an hour with him telling him I don't have money and was walking away but he told me he was desperate and stranded so out of kindness to help someone out I gave him the ##$ and said he would pay me back within an hour and a half and it's been # hours, I would like to help people not get scammed outside of [PERSON] but also if it's possible for you guys to help me out I even told him I would contact the police if he didn't , and he gave me his address and phone number and would like to know if it's possible if you guys can help me out in this . I would really appreciate it or if someone can come with me to the apartment he gave me to be safer.",Emergency Message,2124599,0,0,10,,,,
HigherEd,104-83-105-114-110-101-117-117-111-114-116-,104-83-105-114-110-101-117-117-111-114-116-,2/7/2018 16:00,5079640,2124582,10/30/2019 20:11,TRUE,10/30/2019 20:19,,10/30/2019 20:12,Suspicious Activity,1,0,0,0,71.14285714,7,"Hello, I saw an article about the sex trafficking scheme and was approached by one of the girls a while ago in [DATE] at [FAC]. I didn't give her any information, but this is the email she gave me for the supposed Bible study group.",Suspicious Activity,2124682,0,0,7,,,,
